,brand,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
11606,Hyundai,5,120000,Individual,Diesel,Manual,19.67,1582,126.2,5,875000
11607,Toyota,2,10000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1900000
11608,Toyota,11,182432,Dealer,Diesel,Manual,11.5,2982,171,7,1225000
11609,Hyundai,2,35000,Individual,Diesel,Manual,22.1,1396,88.7,5,1000000
11611,Tata,3,15572,Dealer,Petrol,Manual,20.3,1199,84,5,600000
11612,Ford,7,82100,Dealer,Diesel,Manual,23,1498,98.96,5,590000
11615,Hyundai,5,42530,Dealer,Petrol,Manual,15.29,1591,121.3,5,825000
11616,Mahindra,6,93648,Individual,Diesel,Manual,15.96,2523,62.1,7,450000
11617,Mahindra,4,94000,Individual,Petrol,Manual,18.15,1198,82,6,315000
11620,Hyundai,5,25000,Individual,Petrol,Manual,15.29,1591,121.3,5,850000
11621,Jaguar,9,73001,Dealer,Diesel,Automatic,14.74,2993,270.9,5,1299000
11622,Volkswagen,10,36000,Dealer,Diesel,Manual,20.54,1598,103.5,5,260000
11623,Maruti,12,42000,Dealer,Petrol,Manual,18.9,998,67.1,5,180000
11626,Mahindra,10,70000,Individual,Diesel,Manual,13.6,2523,63,7,300000
11627,Hyundai,9,65000,Dealer,Diesel,Manual,23.9,1582,126.2,5,475000
11628,Hyundai,4,10000,Individual,Petrol,Manual,17,1591,121.3,5,1125000
11631,Hyundai,5,15000,Dealer,Diesel,Manual,21.19,1396,88.76,5,599000
11632,Mahindra,1,35000,Individual,Diesel,Manual,25.32,1198,77,6,700000
11633,Maruti,11,78000,Individual,LPG,Manual,17.3,1061,57.5,5,165000
11634,Maruti,10,115000,Dealer,Petrol,Manual,19.7,796,46.3,5,125000
11635,Ford,8,39500,Dealer,Petrol,Automatic,16.5,1499,110,5,449000
11636,Maruti,9,60000,Individual,Diesel,Manual,22.9,1248,74,5,400000
11638,Toyota,12,120000,Individual,Diesel,Manual,12.8,2494,102,8,500000
11639,Hyundai,14,50000,Individual,Petrol,Manual,17.8,1086,63,5,60000
11641,Maruti,11,45154,Dealer,LPG,Manual,17.3,1061,57.5,5,240000
11642,Hyundai,3,38000,Individual,Diesel,Manual,22.54,1396,88.73,5,750000
11643,Maruti,8,70000,Individual,Petrol,Manual,22.74,796,47.3,5,170000
11644,Honda,7,44000,Individual,Petrol,Manual,18,1198,86.7,5,330000
11645,Hyundai,4,30000,Individual,Diesel,Manual,24,1186,73.97,5,390000
11646,BMW,8,73000,Dealer,Diesel,Automatic,16.09,1995,184,5,2175000
11647,Ford,3,74435,Dealer,Diesel,Manual,22.7,1498,89.84,5,795000
11648,Renault,5,35000,Individual,Petrol,Manual,25.17,799,53.3,5,240000
11649,Hyundai,11,70000,Individual,Petrol,Manual,19.81,1086,68.05,5,150000
11650,Renault,7,110000,Individual,Diesel,Manual,19.01,1461,108.45,5,415000
11651,Hyundai,3,16300,Individual,Petrol,Manual,19.1,1368,98.6,5,789000
11652,Maruti,5,24262,Dealer,Petrol,Automatic,23.1,998,67.04,5,460000
11654,BMW,4,33000,Dealer,Diesel,Automatic,19.59,1995,187.74,5,3450000
11655,Maruti,4,27000,Dealer,Petrol,Manual,20.4,1197,81.8,5,570000
11656,Mahindra,9,40000,Individual,Diesel,Manual,15.96,2523,62.1,7,500000
11658,Skoda,4,30000,Dealer,Petrol,Manual,15,1598,105,5,720000
11659,Ford,7,58187,Dealer,Diesel,Manual,20,1399,68.05,5,265000
11661,Maruti,5,29000,Dealer,Petrol,Manual,20.51,998,67.04,5,365000
11662,Hyundai,8,65000,Individual,Diesel,Manual,21.9,1396,88.76,5,390000
11663,Toyota,11,128787,Dealer,Diesel,Manual,12.8,2494,102,8,825000
11664,Maruti,4,72000,Dealer,Diesel,Manual,24.3,1248,88.5,5,775000
11665,Hyundai,8,100000,Individual,Diesel,Manual,21.9,1396,88.76,5,320000
11667,Renault,3,90000,Individual,Diesel,Manual,19.87,1461,83.8,5,750000
11669,Hyundai,12,70000,Individual,Petrol,Manual,20.36,1197,78.9,5,230000
11671,Hyundai,10,74953,Dealer,Petrol,Manual,20.36,1197,78.9,5,145000
11672,Skoda,4,30000,Dealer,Petrol,Manual,15.41,1598,103.2,5,720000
11673,Hyundai,10,41000,Dealer,Petrol,Manual,19.81,1086,68.05,5,225000
11674,Toyota,4,85000,Individual,Diesel,Manual,13.68,2393,147.8,8,1546000
11675,Mahindra,8,56000,Dealer,Diesel,Manual,12.05,2179,120,8,625000
11676,Maruti,10,70000,Individual,Petrol,Manual,20.92,998,67.1,5,150000
11679,Maruti,12,35000,Dealer,Diesel,Manual,17.8,1248,75,5,225000
11680,Volkswagen,5,50000,Individual,Diesel,Automatic,22.15,1498,108.6,5,800000
11681,Hyundai,5,10000,Individual,Petrol,Manual,19.81,1086,68.05,5,380000
11682,Maruti,2,10000,Individual,Petrol,Manual,23.95,998,67.1,5,360000
11683,Honda,4,85000,Individual,Petrol,Manual,17.8,1198,86.7,5,440000
11684,Maruti,5,60000,Individual,Petrol,Manual,20.4,1197,83.11,5,450000
11685,Maruti,3,50000,Individual,Petrol,Manual,21.4,1197,83.1,5,560000
11686,Ford,6,104278,Dealer,Petrol,Manual,18.88,999,123.37,5,590000
11687,Hyundai,5,48000,Dealer,Diesel,Manual,22.54,1396,88.73,5,750000
11688,Maruti,5,35000,Dealer,Petrol,Manual,23.1,998,67.04,5,385000
11689,Maruti,3,60000,Individual,CNG,Manual,21.94,1196,61.7,5,350000
11690,Hyundai,10,30000,Individual,Petrol,Manual,20.36,1197,78.9,5,350000
11692,Hyundai,4,40000,Individual,Diesel,Manual,24,1120,70,5,425000
11693,Maruti,6,61000,Dealer,Diesel,Manual,28.4,1248,74,5,450000
11694,Maruti,13,50000,Individual,Petrol,Manual,19.7,796,46.3,5,104000
11695,Hyundai,5,121054,Individual,Diesel,Manual,21.38,1396,88.7,5,770000
11698,Toyota,14,110000,Dealer,Diesel,Manual,12.8,2494,102,7,395000
11699,Hyundai,7,40000,Individual,Petrol,Manual,17.92,1086,62.1,5,200000
11700,Hyundai,4,15000,Dealer,Petrol,Manual,15.29,1591,121.3,5,840000
11701,Ford,3,20000,Individual,Petrol,Manual,19,1194,94.68,5,725000
11702,BMW,11,106271,Dealer,Diesel,Automatic,17.05,1995,184,5,1150000
11703,Maruti,5,11799,Individual,Petrol,Manual,20.51,998,67.04,5,360000
11704,Tata,2,11000,Individual,Petrol,Manual,23.84,1199,84,5,555000
11706,Maruti,9,61000,Individual,Diesel,Manual,23.4,1248,74,5,380000
11707,Hyundai,11,35000,Dealer,Petrol,Manual,20.36,1197,78.9,5,199000
11708,Maruti,3,26000,Individual,Petrol,Manual,22,1197,81.8,5,550000
11709,BMW,4,44000,Dealer,Diesel,Automatic,22.48,1995,187.74,5,4200000
11710,Hyundai,7,80000,Individual,Diesel,Manual,24,1120,70,5,240000
11711,Mahindra,3,19000,Dealer,Diesel,Manual,16.55,2498,105,6,900000
11713,Volkswagen,3,19000,Dealer,Petrol,Manual,18.78,999,75,5,599000
11714,Maruti,2,17600,Individual,Petrol,Manual,21.21,1197,81.8,5,590000
11715,Hyundai,3,26800,Individual,Petrol,Automatic,18.9,1197,81.86,5,575000
11716,Maruti,7,50000,Dealer,Diesel,Manual,22.9,1248,74,5,500000
11717,Honda,9,49049,Dealer,Petrol,Automatic,13.1,2354,141.1,5,750000
11718,Honda,7,45045,Dealer,Petrol,Automatic,18,1497,117.3,5,550000
11719,Hyundai,2,25000,Dealer,Petrol,Automatic,20.3,1086,68.07,5,545000
11720,Hyundai,1,20000,Individual,Petrol,Manual,20.35,1197,81.86,5,640000
11721,Hyundai,7,48000,Dealer,Petrol,Manual,18.5,1197,80,5,390000
11722,Tata,2,20000,Individual,Diesel,Manual,17,1956,138.1,5,1750000
11723,Mercedes-Benz,4,37000,Dealer,Diesel,Automatic,11,2987,258,7,7000000
11724,Tata,3,60000,Individual,Petrol,Manual,23.84,1199,84,5,360000
11725,Renault,6,120000,Individual,Diesel,Manual,20.45,1461,83.8,5,550000
11726,Hyundai,11,100000,Individual,Petrol,Manual,20.36,1197,78.9,5,180000
11728,Honda,4,100000,Individual,Diesel,Manual,25.8,1498,98.6,5,410000
11729,Ford,6,76416,Dealer,Diesel,Manual,25.83,1498,99,5,500000
11730,Ford,7,38125,Dealer,Diesel,Manual,22.7,1498,89.84,5,525000
11732,Honda,9,80000,Individual,Petrol,Automatic,13.9,1799,130.3,5,600000
11734,Maruti,14,120000,Individual,Petrol,Manual,19.7,796,46.3,5,90000
11735,Maruti,1,10000,Dealer,Petrol,Manual,22,1197,81.8,5,640000
11737,Mahindra,2,10000,Individual,Diesel,Manual,15.1,2179,152.87,7,1700000
11739,Hyundai,3,21734,Trustmark Dealer,Petrol,Manual,17,1591,121.3,5,925000
11740,Hyundai,5,35000,Dealer,Petrol,Manual,18.6,1197,81.83,5,530000
11741,Ford,4,35000,Dealer,Petrol,Automatic,14.8,1497,121.36,5,850000
11742,Tata,2,17000,Dealer,Diesel,Manual,17,1956,138.1,5,1650000
11743,Maruti,7,40000,Individual,Petrol,Manual,20.51,998,67.04,5,295000
11746,Mahindra,4,34000,Dealer,Diesel,Manual,16,2179,140,7,1075000
11747,Ford,6,50000,Dealer,Diesel,Manual,22.7,1498,89.84,5,590000
11748,Ford,7,64000,Dealer,Diesel,Manual,22.7,1498,89.84,5,415000
11749,Maruti,3,69000,Dealer,Diesel,Automatic,24.3,1248,88.5,5,831000
11750,Hyundai,2,12000,Dealer,Diesel,Manual,23.7,1396,88.7,5,1099000
11751,Maruti,9,66581,Dealer,Petrol,Automatic,17.4,1197,85.8,5,395000
11752,Skoda,10,65000,Dealer,Diesel,Automatic,18.19,1968,174.5,5,480000
11753,Maruti,5,65000,Dealer,Diesel,Manual,24.3,1248,88.5,5,620000
11754,Honda,11,72000,Dealer,Petrol,Automatic,16.8,1497,118,5,331000
11755,Maruti,2,10000,Dealer,Petrol,Automatic,21.4,1197,83.1,5,790000
11757,Maruti,7,64523,Dealer,Diesel,Manual,23.4,1248,74,5,370000
11759,Honda,2,10000,Dealer,Petrol,Manual,17.5,1199,88.7,5,875000
11760,Hyundai,9,60000,Dealer,Petrol,Manual,18.5,1197,80,5,290000
11761,Honda,13,73235,Dealer,Petrol,Manual,13.5,1799,130,5,260000
11762,Maruti,8,120000,Individual,Petrol,Manual,20.51,998,67.04,5,220000
11763,BMW,9,41500,Individual,Petrol,Automatic,12.05,1995,154,5,800000
11766,Maruti,9,62000,Dealer,Petrol,Manual,18.6,1197,85.8,5,340000
11768,Maruti,4,44000,Individual,Petrol,Manual,21.4,1197,83.1,5,570000
11769,Ford,7,46412,Dealer,Diesel,Manual,21.7,1498,98.96,5,560000
11770,Tata,2,15000,Individual,Petrol,Automatic,17,1198,108.5,5,850000
11771,Toyota,8,95000,Dealer,Diesel,Manual,12.8,2494,102,7,685000
11772,Toyota,8,82000,Dealer,Diesel,Automatic,12.55,2982,168.5,7,1249000
11774,Maruti,6,75251,Dealer,Diesel,Manual,23.4,1248,74,5,490000
11775,Maruti,3,35000,Individual,CNG,Manual,21.94,1196,61.7,5,380000
11776,Mahindra,9,18053,Dealer,Diesel,Manual,16.55,2498,105,7,436000
11777,Hyundai,6,60000,Individual,Diesel,Manual,22.54,1396,88.73,5,422000
11778,Maruti,3,3944,Trustmark Dealer,Petrol,Automatic,20.51,998,67,5,485000
11780,Mahindra,6,68000,Dealer,Diesel,Manual,16,2179,140,7,950000
11781,Mercedes-Benz,8,29000,Dealer,Petrol,Automatic,14.74,1991,181.03,5,1250000
11782,Honda,5,61225,Dealer,Diesel,Manual,26,1498,98.6,5,590000
11783,Mercedes-Benz,3,28000,Dealer,Petrol,Automatic,8.9,2996,333,7,6950000
11784,Hyundai,7,54000,Dealer,Diesel,Manual,24,1186,73.97,5,345000
11785,BMW,8,83000,Dealer,Diesel,Automatic,18.88,1995,184,5,1155000
11786,Maruti,6,40000,Dealer,Petrol,Manual,20.85,1197,83.14,5,500000
11787,Maruti,7,42290,Dealer,Petrol,Manual,20.51,998,67.04,5,310000
11788,Honda,4,45000,Dealer,Petrol,Automatic,15.5,1198,86.7,5,525000
11789,Maruti,7,56000,Dealer,Petrol,Manual,16.1,1197,85,5,401000
11790,Honda,5,48000,Dealer,Diesel,Manual,26,1498,98.6,5,599000
11791,Hyundai,6,42101,Trustmark Dealer,Petrol,Manual,18.6,1197,81.83,5,480000
11792,Skoda,5,675000,Dealer,Diesel,Automatic,21.66,1498,103.52,5,675000
11794,Toyota,4,53400,Dealer,Petrol,Manual,11.25,2694,163.7,7,1427000
11795,Hyundai,7,55000,Dealer,Diesel,Manual,24,1186,73.97,5,375000
11796,Hyundai,3,40000,Dealer,Petrol,Automatic,17,1591,121.3,5,1075000
11799,Toyota,2,10000,Dealer,Petrol,Manual,21.01,1197,81.8,5,835000
11800,Honda,4,48000,Dealer,Petrol,Manual,17.8,1497,117.3,5,890000
11802,BMW,3,80000,Dealer,Diesel,Automatic,20.68,1995,190,5,2000000
11803,Kia,1,3000,Dealer,Diesel,Automatic,14.11,2199,197.2,9,3000000
11804,Hyundai,6,68237,Dealer,Petrol,Manual,18.6,1197,81.83,5,490000
11805,Maruti,3,57199,Dealer,Petrol,Manual,23.95,998,67.05,5,378000
11806,Maruti,4,33000,Dealer,Petrol,Automatic,19.56,1197,81.8,5,690000
11807,Maruti,2,6500,Individual,Petrol,Manual,21.21,1197,81.8,5,480000
11808,BMW,4,26000,Dealer,Diesel,Automatic,19.62,1995,187.74,5,2500000
11809,Hyundai,4,100000,Individual,Petrol,Manual,18.6,1197,81.83,5,580000
11810,Maruti,5,58354,Dealer,Diesel,Manual,27.39,1248,74,5,550000
11811,Audi,8,43000,Dealer,Diesel,Automatic,16.55,1968,147.51,5,1350000
11812,Maruti,4,68200,Dealer,Diesel,Manual,24.3,1248,88.5,5,750000
11813,Hyundai,7,56000,Dealer,Diesel,Manual,24,1120,70,5,325000
11814,Honda,6,36000,Dealer,Petrol,Manual,18,1198,86.7,5,395000
11815,Toyota,9,100000,Dealer,Diesel,Automatic,12.55,2982,168.5,7,1175000
11816,Porsche,12,126000,Individual,Petrol,Automatic,8.5,4806,500,5,2000000
11817,BMW,3,28000,Dealer,Diesel,Automatic,21.76,1995,188,5,3600000
11818,Toyota,7,52000,Dealer,Diesel,Manual,12.99,2494,100,7,925000
11819,Maruti,2,19022,Dealer,CNG,Manual,33.54,998,67.04,5,470000
11820,Maruti,14,90000,Individual,LPG,Manual,17.3,1061,57.5,5,90000
11821,Maruti,12,60000,Dealer,Petrol,Manual,21.79,998,67.05,5,150000
11822,Honda,12,62000,Dealer,Petrol,Manual,13.5,1799,130,5,235000
11823,Maruti,5,51000,Dealer,CNG,Manual,15.1,1196,73,5,291000
11824,Maruti,6,48000,Dealer,Petrol,Automatic,20.51,998,67,5,380000
11825,Toyota,8,81000,Dealer,Diesel,Manual,12.99,2494,100.6,8,645000
11826,Mercedes-Benz,1,10000,Dealer,Diesel,Automatic,12.6,1950,194,5,4000000
11827,Renault,6,60000,Dealer,Diesel,Manual,19.87,1461,84,5,500000
11829,Maruti,6,62000,Dealer,Diesel,Manual,28.09,1248,88.5,5,537000
11831,Ford,7,104643,Dealer,Diesel,Manual,22.7,1498,89.84,5,438000
11832,Tata,3,30000,Individual,Petrol,Manual,20.3,1199,84,5,495000
11833,Maruti,2,8873,Trustmark Dealer,Petrol,Automatic,21.5,1197,81.8,5,540000
11834,Mahindra,3,17000,Dealer,Diesel,Automatic,16,1997,140,7,1290000
11835,Hyundai,8,48000,Dealer,Diesel,Manual,21.9,1396,88.8,5,349000
11836,Mahindra,4,32000,Dealer,Diesel,Manual,15.96,2523,62.1,7,685000
11837,Skoda,9,62000,Dealer,Petrol,Automatic,13.7,1798,157.75,5,585000
11838,Renault,8,65000,Dealer,Diesel,Manual,19.01,1461,108.45,5,390000
11839,Maruti,8,57001,Dealer,Diesel,Manual,20.77,1248,88.76,7,449000
11840,Toyota,6,25000,Dealer,Diesel,Manual,12.99,2494,100.57,7,300000
11841,Honda,6,41000,Dealer,Petrol,Manual,17,1497,118,5,650000
11842,Volkswagen,7,28492,Dealer,Petrol,Manual,16.47,1198,74,5,400000
11843,Honda,5,78000,Dealer,Petrol,Automatic,18,1497,117.3,5,815000
11844,Hyundai,4,34500,Individual,Diesel,Automatic,17.6,1582,126.2,5,1155000
11845,Honda,4,34000,Dealer,Petrol,Manual,17.5,1199,88.7,5,750000
11846,Hyundai,4,80000,Individual,Diesel,Manual,22.54,1396,88.73,5,625000
11847,Hyundai,13,75000,Dealer,Petrol,Manual,19.81,1086,68.05,5,145000
11848,Maruti,7,112795,Dealer,Diesel,Manual,25.2,1248,74,5,334000
11850,Maruti,5,47000,Dealer,Petrol,Manual,20.4,1197,81.8,5,440000
11851,BMW,6,45000,Dealer,Diesel,Automatic,22.69,1995,190,5,1890000
11852,Hyundai,8,58000,Dealer,Diesel,Manual,21.9,1396,90,5,295000
11853,Maruti,8,58000,Dealer,Petrol,Manual,20.51,998,67.04,5,320000
11854,Skoda,8,76000,Dealer,Petrol,Automatic,14.7,1798,177.5,5,780000
11855,Maruti,4,52000,Dealer,Diesel,Manual,24.3,1248,88.5,5,710000
11856,Hyundai,7,71000,Dealer,Diesel,Manual,22.32,1582,126.32,5,495000
11857,Ford,2,18000,Dealer,Petrol,Manual,15.9,1496,120.69,5,990000
11859,Hyundai,5,36000,Dealer,Petrol,Manual,13,1591,121.3,5,890000
11860,Maruti,5,72000,Dealer,Diesel,Manual,28.09,1248,88.5,5,595000
11861,Honda,6,66000,Dealer,Diesel,Manual,25.8,1498,98.6,5,388000
11862,Hyundai,12,92000,Dealer,Petrol,Manual,20.36,1197,78.9,5,160000
11865,BMW,8,83000,Dealer,Diesel,Automatic,18.88,1995,184,5,1170000
11866,Hyundai,4,28810,Trustmark Dealer,Petrol,Manual,18.6,1197,81.83,5,650000
11867,Hyundai,5,33000,Dealer,Petrol,Manual,15.8,1591,121.3,5,900000
11868,Hyundai,4,42000,Dealer,Petrol,Automatic,18.9,1197,81.86,5,495000
11869,Honda,11,80000,Individual,Petrol,Manual,17,1497,118,5,280000
11870,Maruti,9,80000,Individual,Diesel,Manual,19.3,1248,73.9,5,300000
11871,Maruti,12,58000,Dealer,Petrol,Manual,17.5,1298,85.8,5,220000
11872,Audi,1,4000,Dealer,Diesel,Automatic,14.75,2967,245,7,6800000
11873,Maruti,7,29052,Dealer,Petrol,Manual,22,1197,81.8,5,385000
11874,Maruti,4,38000,Dealer,Petrol,Manual,21.4,1197,83.1,5,615000
11875,Volkswagen,5,62000,Dealer,Diesel,Manual,20.14,1498,88,5,390000
11876,Hyundai,4,25000,Dealer,Petrol,Manual,18.9,1197,81.86,5,495000
11877,Maruti,2,9000,Dealer,Diesel,Manual,26.32,1498,93.87,5,925000
11878,Hyundai,6,80000,Individual,Diesel,Automatic,19.08,1582,126.2,5,650000
11879,Ford,6,58000,Dealer,Diesel,Manual,22.7,1498,89.84,5,525000
11880,Honda,5,26000,Individual,Petrol,Manual,18.7,1199,88.7,5,500000
11881,Honda,9,47000,Dealer,Petrol,Manual,17,1497,118,5,420000
11882,Maruti,10,41000,Dealer,Petrol,Manual,20.51,998,67.04,5,210000
11884,Maruti,7,58000,Dealer,Petrol,Manual,20.51,998,67.04,5,300000
11885,Maruti,10,30000,Individual,Petrol,Manual,16.1,1197,85,5,410000
11886,Maruti,9,87800,Individual,Diesel,Manual,19.3,1248,73.9,5,290000
11887,Mahindra,2,41000,Dealer,Diesel,Manual,16.36,2179,120,7,1175000
11888,Honda,7,53000,Dealer,Petrol,Manual,17.8,1497,117.3,5,625000
11889,Mahindra,8,66000,Dealer,Diesel,Manual,12.05,2179,120,9,500000
11890,Ford,2,40000,Individual,Diesel,Manual,23,1498,98.96,5,1100000
11892,Ford,6,41000,Dealer,Diesel,Manual,25.83,1498,99,5,490000
11893,Mahindra,4,18000,Dealer,Diesel,Automatic,16,1997,140,7,1175000
11894,Maruti,2,7200,Individual,Petrol,Automatic,21.21,1197,81.8,5,635000
11895,Hyundai,11,57000,Dealer,Petrol,Manual,18.5,1197,80,5,225000
11897,Mahindra,6,63000,Dealer,Diesel,Manual,15.1,2179,140,7,810000
11898,Hyundai,7,28000,Dealer,Petrol,Manual,18.9,1197,82,5,365000
11899,Maruti,5,31600,Dealer,Petrol,Manual,21.4,1197,83.1,5,532000
11900,Tata,4,90000,Individual,Diesel,Manual,21.5,1497,108.5,5,650000
11902,Maruti,4,45000,Dealer,Diesel,Manual,24.3,1248,88.5,5,835000
11903,Ford,5,64000,Dealer,Diesel,Manual,13.5,2198,157.7,7,2090000
11905,Renault,4,30254,Trustmark Dealer,Petrol,Manual,25.17,799,53.3,5,265000
11906,Mercedes-Benz,2,4000,Dealer,Petrol,Automatic,11.5,1991,245,5,4800000
11908,Maruti,4,50000,Dealer,Diesel,Manual,24.52,1248,88.5,7,710000
11909,Toyota,5,86000,Dealer,Petrol,Automatic,19.16,2494,158.2,5,1995000
11910,Toyota,7,80002,Dealer,Diesel,Automatic,11.5,2982,169,7,1475000
11911,Hyundai,8,52000,Dealer,Diesel,Automatic,21.3,1493,113.42,5,445000
11912,Honda,6,54000,Dealer,Petrol,Manual,17.8,1497,117.3,5,610000
11913,Maruti,5,43000,Dealer,Diesel,Manual,26.21,1248,88.5,5,599000
11914,Mercedes-Benz,9,55000,Dealer,Diesel,Automatic,11.5,2987,210,5,1275000
11915,Honda,2,25000,Individual,Petrol,Automatic,18,1497,117.6,5,1207000
11916,Honda,5,26000,Dealer,Petrol,Automatic,18,1497,117.3,5,835000
11918,Maruti,14,90000,Individual,LPG,Manual,17.3,1061,57.5,5,80000
11920,Hyundai,7,110000,Individual,Petrol,Manual,18.6,1197,81.83,5,400000
11921,Honda,10,65962,Dealer,Petrol,Manual,16.8,1497,116.4,5,301000
11922,Honda,5,88000,Dealer,Petrol,Manual,17.4,1497,117.3,5,680000
11923,Hyundai,9,64100,Dealer,Diesel,Manual,22.32,1582,126.3,5,350000
11924,Maruti,7,80000,Dealer,Diesel,Manual,28.4,1248,74,5,425000
11925,Renault,8,70000,Dealer,Diesel,Manual,20.45,1461,83.8,5,420000
11926,Maruti,6,49000,Dealer,Diesel,Manual,28.09,1248,88.5,5,549000
11927,Maruti,9,65000,Dealer,Petrol,Manual,19.1,1197,85.8,5,335000
11928,Hyundai,9,100000,Individual,Diesel,Manual,23,1396,90,5,300000
11929,Hyundai,3,10000,Dealer,Diesel,Manual,22.1,1396,88.7,5,1050000
11930,Maruti,2,20000,Dealer,Diesel,Manual,28.4,1248,74,5,675000
11931,Mercedes-Benz,7,6800,Dealer,Diesel,Automatic,14.84,2143,167.62,5,1490000
11932,Hyundai,10,60000,Dealer,Petrol,Manual,17,1197,80,5,265000
11933,Honda,15,120000,Individual,Petrol,Automatic,12.9,1799,130,5,150000
11936,Toyota,7,98000,Dealer,Diesel,Manual,12.8,2494,102,7,750000
11938,Maruti,5,60000,Dealer,Petrol,Automatic,21.4,1197,83.1,5,635000
11939,BMW,4,36000,Dealer,Petrol,Automatic,14.04,1997,184,5,3100000
11940,Honda,5,40000,Dealer,Petrol,Automatic,15.5,1198,86.7,5,474000
11941,Hyundai,2,31000,Dealer,Diesel,Manual,23.7,1396,88.7,5,1090000
11942,Maruti,7,19000,Dealer,Petrol,Manual,16.02,1373,93.7,7,524000
11943,Maruti,4,40000,Dealer,CNG,Manual,31.79,998,58.2,5,475000
11945,Toyota,8,66758,Dealer,Diesel,Manual,12.8,2494,102,7,750000
11946,Hyundai,4,43000,Dealer,Petrol,Manual,17,1591,121.3,5,880000
11947,Maruti,5,2000,Dealer,Petrol,Automatic,23.1,998,67.04,5,466000
11948,Hyundai,6,52900,Dealer,Diesel,Manual,23,1396,90,5,530000
11950,Hyundai,4,40000,Individual,Petrol,Manual,18.6,1197,81.83,5,450000
11951,Ford,4,26100,Dealer,Diesel,Manual,23,1498,98.96,5,700000
11952,Honda,8,58000,Dealer,Diesel,Manual,25.8,1498,98.6,5,325000
11953,Hyundai,4,62450,Dealer,Diesel,Automatic,16.38,1995,182.46,5,1649000
11954,Maruti,3,34000,Dealer,Diesel,Manual,24.3,1248,88.5,5,795000
11955,Maruti,4,40000,Dealer,Petrol,Manual,16.02,1373,93.7,7,675000
11956,Hyundai,4,17805,Trustmark Dealer,Petrol,Manual,18.6,1197,81.83,5,660000
11957,Maruti,5,20000,Individual,Diesel,Manual,28.09,1248,88.5,5,685000
11959,Maruti,4,66577,Trustmark Dealer,Petrol,Manual,20.73,1373,91.1,5,725000
11961,Maruti,3,20000,Dealer,Diesel,Manual,28.09,1248,88.5,5,875000
11962,Maruti,3,36787,Dealer,Petrol,Manual,22,1197,81.8,5,650000
11963,Maruti,8,35000,Individual,Diesel,Manual,19.3,1248,73.9,5,400000
11964,Volkswagen,8,61000,Dealer,Diesel,Manual,22.07,1199,73.9,5,278000
11965,Volkswagen,8,56000,Dealer,Petrol,Manual,16.47,1198,73.9,5,355000
11966,Lexus,4,33000,Dealer,Petrol,Automatic,22.37,2487,214.56,5,4100000
11967,Honda,8,67000,Individual,Diesel,Manual,25.8,1498,98.6,5,300000
11968,Ford,8,49217,Dealer,Diesel,Manual,22.7,1498,89.84,5,475000
11969,BMW,7,68000,Dealer,Diesel,Automatic,11.7,2993,245,5,3200000
11970,Maruti,4,56000,Dealer,CNG,Manual,26.6,998,58.16,5,365000
11971,Maruti,4,80000,Individual,Diesel,Manual,24.3,1248,88.5,5,815000
11972,Maruti,5,32145,Trustmark Dealer,Petrol,Manual,21.4,1197,83.1,5,565000
11973,Toyota,4,65000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1430000
11976,Ford,8,57642,Dealer,Diesel,Manual,20,1399,68.05,5,250000
11978,Maruti,4,22400,Dealer,Petrol,Manual,20.4,1197,81.8,5,435000
11979,Maruti,15,124000,Individual,Petrol,Manual,19.7,796,46.3,5,85000
11983,Honda,5,51000,Dealer,Petrol,Manual,17.8,1497,117.3,5,670000
11984,Hyundai,4,34000,Dealer,Diesel,Manual,22.54,1396,88.73,5,675000
11985,Mahindra,9,54000,Dealer,Diesel,Manual,12.05,2179,120,7,430000
11987,Maruti,5,39100,Dealer,Petrol,Manual,20.85,1197,83.14,5,470000
